,band_combo,banded,bird,get_banded_display,get_life_stage_guess_display,get_sex_guess_display,id,life_stage_guess,revisit,sex_guess,sighting,sighting__date_sighted,sighting__point_location,sighting__time_sighted
5052,"Looked pink, purple",unreadable,,"Banded, unreadable",,,2844,,True,,1285,2018-03-26,"{'type': 'Point', 'coordinates': [171.55620122491572, -42.880737354481376]}",12:03:00
5053,,unknown,,Couldn't tell,,,2840,,False,,1280,2018-03-25,"{'type': 'Point', 'coordinates': [171.5628309632297, -42.94103691243602]}",22:58:00
5054,,unknown,,Couldn't tell,,,2834,,False,,1277,2018-03-25,"{'type': 'Point', 'coordinates': [171.55644340514678, -42.88825733609524]}",19:30:00
5055,,unknown,,Couldn't tell,,,2835,,False,,1277,2018-03-25,"{'type': 'Point', 'coordinates': [171.55644340514678, -42.88825733609524]}",19:30:00
5056,Yellow G on black,readable,"{'slug': 'tuhura', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Tuhura (meaning ""explore"") was banded at Deaths Corner in April 2017 as a fledgling. Valarie, Jane Goodall and Hopey were all banded at a similar time to Tuhura and some of them are likely to be his siblings.\r\n\r\nTuhura\'s name was chosen after a naming poll by Active Adventures who are one of the major sponsors of this project. \r\n\r\nUpdate August/September 2018: Wondering why Tuhura  - one of the most highly sighted kea - hasn\'t been seen for a while? He spends a lot of his time in the carpark overlooking the Otira Viaduct. In late August, he was hit by a car or had some sort of collision accident in the carpark and was found by the team looking very concussed, injured and worse for wear. We took him into the South Island Wildlife Hospital straight away and he has been treated by the wonderful team there. He has had to have eye surgery and now one eye has been removed. We\'ll provide more information as it comes to light.\r\n\r\nUpdate: October 2018: Tuhura is back! After amazing treatment by Dr Pauline and team after his accident, Tuhura was released back into the wild in mid October. He has regularly been seen by visitors and seems to be coping well with his missing eye, compensating in other ways. Please take special care around this bird as his responses are still compromised as he gets used to living with just one eye.', 'is_featured': True, 'sponsor_name': 'Active Adventures', 'sponsor_website': 'http://activeadventures.com/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/tuhura/tuhura2.jpg'}, 'profile_picture_attribution': 'George Moon'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Yellow G on Black', 'name': 'Tuhura', 'birthday': '2017-01-01', 'primary_band': 'V-2561', 'date_modified': '2018-04-04T11:00:42.640362+12:00', 'date_imported': '2017-08-04T17:36:42+12:00'}","Banded, readable",,Male,2833,,False,male,1277,2018-03-25,"{'type': 'Point', 'coordinates': [171.55644340514678, -42.88825733609524]}",19:30:00
5057,,unbanded,,Not banded,,,2901,,False,,1335,2018-03-25,"{'type': 'Point', 'coordinates': [171.67783, -43.12249]}",14:07:00
5058,,unbanded,,Not banded,,,2902,,False,,1335,2018-03-25,"{'type': 'Point', 'coordinates': [171.67783, -43.12249]}",14:07:00
5059,"3x Metal band. 2 on RL, one on left. RL top: V-2797. Will confirm name and email Laura and Mark details later.",readable,"{'slug': 'jesse', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': ""Jesse can often be found investigating Deaths Corner or Candy's Bend.\r\n\r\nFor a long time he sported 'old style' metal bands which lost most of their colour—you could often make out the number on his metal band (V-0026) or small amounts of colour in the original orange bands.\r\n\r\nIn August 2018 he was rebanded with brand new bright plastic bands.\r\n\r\nWe think Jesse is at least 9 years old."", 'is_featured': False, 'sponsor_name': None, 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/jesse/2017-03-16_10.22.22-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/jesse/2017-03-16_10.22.22-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/jesse/2017-03-16_10.22.22.jpg'}, 'profile_picture_attribution': 'Martina Scheistl'}, 'get_age': 9, 'get_life_stage': 'Adult', 'study_area': 'Waimakariri', 'band_combo': 'Black H on Light Blue', 'name': 'Jesse', 'birthday': '2010-01-01', 'primary_band': 'V-0026', 'date_modified': '2018-04-04T11:00:32.202093+12:00', 'date_imported': '2017-06-28T00:21:23.326995+12:00'}","Banded, readable",Adult,Female,2830,adult,False,female,1275,2018-03-25,"{'type': 'Point', 'coordinates': [171.5561378002167, -42.888165334147715]}",11:49:00
5060,Yellow G on Black,readable,"{'slug': 'tuhura', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Tuhura (meaning ""explore"") was banded at Deaths Corner in April 2017 as a fledgling. Valarie, Jane Goodall and Hopey were all banded at a similar time to Tuhura and some of them are likely to be his siblings.\r\n\r\nTuhura\'s name was chosen after a naming poll by Active Adventures who are one of the major sponsors of this project. \r\n\r\nUpdate August/September 2018: Wondering why Tuhura  - one of the most highly sighted kea - hasn\'t been seen for a while? He spends a lot of his time in the carpark overlooking the Otira Viaduct. In late August, he was hit by a car or had some sort of collision accident in the carpark and was found by the team looking very concussed, injured and worse for wear. We took him into the South Island Wildlife Hospital straight away and he has been treated by the wonderful team there. He has had to have eye surgery and now one eye has been removed. We\'ll provide more information as it comes to light.\r\n\r\nUpdate: October 2018: Tuhura is back! After amazing treatment by Dr Pauline and team after his accident, Tuhura was released back into the wild in mid October. He has regularly been seen by visitors and seems to be coping well with his missing eye, compensating in other ways. Please take special care around this bird as his responses are still compromised as he gets used to living with just one eye.', 'is_featured': True, 'sponsor_name': 'Active Adventures', 'sponsor_website': 'http://activeadventures.com/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/tuhura/tuhura2.jpg'}, 'profile_picture_attribution': 'George Moon'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Yellow G on Black', 'name': 'Tuhura', 'birthday': '2017-01-01', 'primary_band': 'V-2561', 'date_modified': '2018-04-04T11:00:42.640362+12:00', 'date_imported': '2017-08-04T17:36:42+12:00'}","Banded, readable",Juvenile,Male,2827,juvenile,False,male,1274,2018-03-25,"{'type': 'Point', 'coordinates': [171.55614316463488, -42.888165334147715]}",09:00:00
5061,White B on Black,readable,"{'slug': 'joan', 'status': 'Alive', 'sex': 'Female', 'bird_extended': {'description': ""Joan was banded at Deaths Corner, Arthur's Pass in March 2018 by Mark and Alexis (from France).\r\n\r\nJoan is named in honour of the founders of the Maclean Trust, Joan and Joe Maclean. They also sponsored Ken Joe, who is almost certainly Joan's sibling."", 'is_featured': False, 'sponsor_name': 'Maclean Trust', 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/joan/WhiteBonBlack-crop-c0-5__0-38-500x500-70.JPG', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/joan/WhiteBonBlack-crop-c0-5__0-38-350x250-70.JPG', 'full_size': 'https://media.keadatabase.nz/media/birds/joan/WhiteBonBlack.JPG'}, 'profile_picture_attribution': 'Mark Brabyn'}, 'get_age': 1, 'get_life_stage': 'Juvenile', 'study_area': 'Waimakariri', 'band_combo': 'White B on Black', 'name': 'Joan', 'birthday': '2018-01-01', 'primary_band': 'V-2195', 'date_modified': '2018-04-30T11:02:55.994478+12:00', 'date_imported': '2018-04-30T11:02:43+12:00'}","Banded, readable",Fledgling,,2829,fledgling,False,,1274,2018-03-25,"{'type': 'Point', 'coordinates': [171.55614316463488, -42.888165334147715]}",09:00:00
5062,White J on Pink,readable,"{'slug': 'ken-joe', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': ""Ken Joe was banded as an fledgling at Otira Viaduct on March 2018 by Martina and Mark. The photo shows him feeding on coprosma berries. Kea are perfectly able to feed for themselves in the mountains and do not need to be feed by humans. Please do not feed them.\r\n\r\nKen Joe is sponsored in honour of the founders of the Maclean Trust, Joan and Joe Maclean. They also sponsored Joan who is almost certainly Ken Joe's sibling."", 'is_featured': False, 'sponsor_name': 'Maclean Trust', 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/ken-joe/WhiteJonPink3-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/ken-joe/WhiteJonPink3-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/ken-joe/WhiteJonPink3.jpg'}, 'profile_picture_attribution': 'Mark Brabyn'}, 'get_age': 1, 'get_life_stage': 'Juvenile', 'study_area': 'Waimakariri', 'band_combo': 'White J on Pink', 'name': 'Ken Joe', 'birthday': '2018-01-01', 'primary_band': 'V-2194', 'date_modified': '2018-04-30T11:03:46.326974+12:00', 'date_imported': '2018-04-30T11:03:41+12:00'}","Banded, readable",Fledgling,,2828,fledgling,False,,1274,2018-03-25,"{'type': 'Point', 'coordinates': [171.55614316463488, -42.888165334147715]}",09:00:00
5063,Pink band white J,readable,"{'slug': 'ken-joe', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': ""Ken Joe was banded as an fledgling at Otira Viaduct on March 2018 by Martina and Mark. The photo shows him feeding on coprosma berries. Kea are perfectly able to feed for themselves in the mountains and do not need to be feed by humans. Please do not feed them.\r\n\r\nKen Joe is sponsored in honour of the founders of the Maclean Trust, Joan and Joe Maclean. They also sponsored Joan who is almost certainly Ken Joe's sibling."", 'is_featured': False, 'sponsor_name': 'Maclean Trust', 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/ken-joe/WhiteJonPink3-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/ken-joe/WhiteJonPink3-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/ken-joe/WhiteJonPink3.jpg'}, 'profile_picture_attribution': 'Mark Brabyn'}, 'get_age': 1, 'get_life_stage': 'Juvenile', 'study_area': 'Waimakariri', 'band_combo': 'White J on Pink', 'name': 'Ken Joe', 'birthday': '2018-01-01', 'primary_band': 'V-2194', 'date_modified': '2018-04-30T11:03:46.326974+12:00', 'date_imported': '2018-04-30T11:03:41+12:00'}","Banded, readable",Fledgling,,2825,fledgling,False,,1273,2018-03-24,"{'type': 'Point', 'coordinates': [171.55652950108586, -42.88822740439206]}",16:00:00
5064,Black band yellow G,readable,"{'slug': 'tuhura', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Tuhura (meaning ""explore"") was banded at Deaths Corner in April 2017 as a fledgling. Valarie, Jane Goodall and Hopey were all banded at a similar time to Tuhura and some of them are likely to be his siblings.\r\n\r\nTuhura\'s name was chosen after a naming poll by Active Adventures who are one of the major sponsors of this project. \r\n\r\nUpdate August/September 2018: Wondering why Tuhura  - one of the most highly sighted kea - hasn\'t been seen for a while? He spends a lot of his time in the carpark overlooking the Otira Viaduct. In late August, he was hit by a car or had some sort of collision accident in the carpark and was found by the team looking very concussed, injured and worse for wear. We took him into the South Island Wildlife Hospital straight away and he has been treated by the wonderful team there. He has had to have eye surgery and now one eye has been removed. We\'ll provide more information as it comes to light.\r\n\r\nUpdate: October 2018: Tuhura is back! After amazing treatment by Dr Pauline and team after his accident, Tuhura was released back into the wild in mid October. He has regularly been seen by visitors and seems to be coping well with his missing eye, compensating in other ways. Please take special care around this bird as his responses are still compromised as he gets used to living with just one eye.', 'is_featured': True, 'sponsor_name': 'Active Adventures', 'sponsor_website': 'http://activeadventures.com/', 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/tuhura/tuhura2-crop-c0-45__0-28-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/tuhura/tuhura2.jpg'}, 'profile_picture_attribution': 'George Moon'}, 'get_age': 2, 'get_life_stage': 'Sub-Adult', 'study_area': 'Waimakariri', 'band_combo': 'Yellow G on Black', 'name': 'Tuhura', 'birthday': '2017-01-01', 'primary_band': 'V-2561', 'date_modified': '2018-04-04T11:00:42.640362+12:00', 'date_imported': '2017-08-04T17:36:42+12:00'}","Banded, readable",,,2824,,False,,1273,2018-03-24,"{'type': 'Point', 'coordinates': [171.55652950108586, -42.88822740439206]}",16:00:00
5065,Black band white B,readable,"{'slug': 'joan', 'status': 'Alive', 'sex': 'Female', 'bird_extended': {'description': ""Joan was banded at Deaths Corner, Arthur's Pass in March 2018 by Mark and Alexis (from France).\r\n\r\nJoan is named in honour of the founders of the Maclean Trust, Joan and Joe Maclean. They also sponsored Ken Joe, who is almost certainly Joan's sibling."", 'is_featured': False, 'sponsor_name': 'Maclean Trust', 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/joan/WhiteBonBlack-crop-c0-5__0-38-500x500-70.JPG', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/joan/WhiteBonBlack-crop-c0-5__0-38-350x250-70.JPG', 'full_size': 'https://media.keadatabase.nz/media/birds/joan/WhiteBonBlack.JPG'}, 'profile_picture_attribution': 'Mark Brabyn'}, 'get_age': 1, 'get_life_stage': 'Juvenile', 'study_area': 'Waimakariri', 'band_combo': 'White B on Black', 'name': 'Joan', 'birthday': '2018-01-01', 'primary_band': 'V-2195', 'date_modified': '2018-04-30T11:02:55.994478+12:00', 'date_imported': '2018-04-30T11:02:43+12:00'}","Banded, readable",Fledgling,,2823,fledgling,False,,1273,2018-03-24,"{'type': 'Point', 'coordinates': [171.55652950108586, -42.88822740439206]}",16:00:00
5066,Silver bands,unreadable,,"Banded, unreadable",,,2826,,False,,1273,2018-03-24,"{'type': 'Point', 'coordinates': [171.55652950108586, -42.88822740439206]}",16:00:00
5067,,unbanded,,Not banded,Sub-Adult,Male,2859,sub-adult,False,male,1298,2018-03-24,"{'type': 'Point', 'coordinates': [167.54514617922575, -45.38497625604289]}",14:30:00
5068,,unknown,,Couldn't tell,,,2868,,False,,1307,2018-03-24,"{'type': 'Point', 'coordinates': [171.75558051068805, -43.03450223283034]}",14:00:00
5069,,unbanded,,Not banded,Sub-Adult,,2818,sub-adult,False,,1272,2018-03-24,"{'type': 'Point', 'coordinates': [171.69406443280445, -43.108278135975596]}",10:03:00
5070,,unbanded,,Not banded,Sub-Adult,,2821,sub-adult,False,,1272,2018-03-24,"{'type': 'Point', 'coordinates': [171.69406443280445, -43.108278135975596]}",10:03:00
5071,,unbanded,,Not banded,Sub-Adult,,2822,sub-adult,False,,1272,2018-03-24,"{'type': 'Point', 'coordinates': [171.69406443280445, -43.108278135975596]}",10:03:00
5072,,unbanded,,Not banded,Sub-Adult,,2817,sub-adult,False,,1272,2018-03-24,"{'type': 'Point', 'coordinates': [171.69406443280445, -43.108278135975596]}",10:03:00
5073,,unbanded,,Not banded,Sub-Adult,,2816,sub-adult,False,,1272,2018-03-24,"{'type': 'Point', 'coordinates': [171.69406443280445, -43.108278135975596]}",10:03:00
5074,,unbanded,,Not banded,Sub-Adult,,2815,sub-adult,False,,1272,2018-03-24,"{'type': 'Point', 'coordinates': [171.69406443280445, -43.108278135975596]}",10:03:00
5075,,unbanded,,Not banded,Sub-Adult,,2820,sub-adult,False,,1272,2018-03-24,"{'type': 'Point', 'coordinates': [171.69406443280445, -43.108278135975596]}",10:03:00
