,band_combo,description,is_featured,full_size,large,thumbnail,profile_picture_attribution,sponsor_name,sponsor_website,birthday,date_imported,date_modified,get_age,get_life_stage,name,primary_band,sex,slug,status,study_area,colours,date_deployed,special,style,symbols
149,White O on Brown,"Pere was raised in a disused culvert in the Pearse Valley near Motueka on a forestry site, discovered by a crew from Moutere Logging in 2017.

Pere was unfortunately found with a broken leg by one of the loggers, and was taken to Nelson's Natureland Wildlife Trust for rehabilitation.

He was released again in June 2018 back into the forests of Motueka!

Pere is named after members of the logging team.

For more details: https://www.stuff.co.nz/environment/104835274/kea-overcomes-bad-break-to-roam-again",False,https://media.keadatabase.nz/media/birds/pere/20180226_102750.jpg,https://media.keadatabase.nz/media/__sized__/birds/pere/20180226_102750-crop-c0-5__0-36-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/pere/20180226_102750-crop-c0-5__0-36-350x250-70.jpg,Kurt Malham,,,2017-11-01,2018-04-04T11:00:38.256685+12:00,2018-04-04T11:00:38.264403+12:00,1,Juvenile,Pere,V-2695,Undetermined,pere,Alive,Kahurangi,"['white', 'brown']",2017-11-26,,new,['O']
150,Red A on White,"Persephone was banded before 2013 by Laura Young and Raoul Schwing near Red Tarns, Mt Cook, but unfortunately hasn't been sighted in a while.",False,https://media.keadatabase.nz/media/birds/persephone/persephone.jpg,https://media.keadatabase.nz/media/__sized__/birds/persephone/persephone-crop-c0-38__0-32-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/persephone/persephone-crop-c0-38__0-32-350x250-70.jpg,"Brian Ralphs (CC BY 2.0, Flickr)",,,2011-01-01,2017-06-28T00:21:28.561546+12:00,2018-04-04T11:00:38.286695+12:00,8,Adult,Persephone,V-2367,Female,persephone,Alive,Waimakariri,"['white', 'red']",2012-07-02,,new,['A']
151,x / Metal - Yellow / Pink,"Phantom was banded and fitted with a transmitter in July 1993 at the Rainbow skifield carpark by Graeme Elliott. He was last sighted in 2011 by Corey Mosen. As the paint has probably warn off from his metal bands, he will be very hard to identify. If he is still alive he would be one of the oldest known kea in the wild. They can live to over 50 years in captivity.",False,https://media.keadatabase.nz/media/birds/phantom/Phantom_22-9-2010.JPG,https://media.keadatabase.nz/media/__sized__/birds/phantom/Phantom_22-9-2010-crop-c0-5__0-5-500x500-70.JPG,https://media.keadatabase.nz/media/__sized__/birds/phantom/Phantom_22-9-2010-crop-c0-5__0-5-350x250-70.JPG,,,,1990-01-01,2017-06-28T00:21:28.607748+12:00,2018-04-04T11:00:38.327282+12:00,29,Adult,Phantom,L-21623,Male,phantom,Alive,Rotoiti,"['yellow', 'metal', 'pink']",1993-07-06,,old,[]
152,Yellow A on Black,"Phillip is named after one of the local DOC rangers who worked along the Milford Highway during the summer of 2018/2019. Phillip writes poetry and wrote a special poem for our kea work while we were banding these birds...

THE BANDED KEA

The kea ventured down from the low mound,
to where cast-about food is commonly found.
to get about warily on the flat ground,
a hippity hop and sometimes a bound.

Waiting around patiently, was a lass with a noose,
her strings were all set and the loop was all loose.
A hesitant step inside the carefully laid line,
a quick tug of the rope and ‘you are all mine’

The kea jumped into the air - quite high,
and issued a squawk, and then tried to fly.
Tension on the line and back down with a thump,
an undignified landing on a green feathered rump.

Before she had time to get over the fright,
she was grabbed from behind and gathered up tight.
She went all floppy and pretended to be meek, 
but for the unwary, she attacked with her beak.

A pretty coloured bracelet- just above the claw,
not put on too tightly, in case it goes raw.
She was banded and blooded and ID’d as a bird,
and all throughout this, barely a peep was heard.

Measured and weighed and plucked like a duck,
an extra feather or two, just for good luck.
Time now to release her, back to her own kind,
a few more to catch, but first we must find. 

Many things harm the birds, including old lead,
food given with love, but not what should be fed.
Kea have to be monitored, this is an absolute must, 
thanks to the efforts of the Kea Conservation Trust.

You too can help, with donations and time,
but whatever you do, remember this rhyme.
Bad food will hurt them, as will a loss of their home,
if you see them abused, give us a call on your phone.

Phillip Robertson.
DoC Ranger - Fiordland
March ‘19",False,https://media.keadatabase.nz/media/birds/phillip/Phillip_-_Monkey_Creek_-_Junwei_Ho.jpg,https://media.keadatabase.nz/media/__sized__/birds/phillip/Phillip_-_Monkey_Creek_-_Junwei_Ho-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/phillip/Phillip_-_Monkey_Creek_-_Junwei_Ho-crop-c0-5__0-5-350x250-70.jpg,Junwei Ho,,,2019-01-01,2019-04-22T12:28:02+12:00,2019-04-22T12:27:54.174203+12:00,0,Fledgling,Phillip,V-2119,Male,phillip,Alive,Fiordland,"['yellow', 'black']",2019-03-20,,new,['A']
153,Green J on Black,"This petite young female kea was found with a group of up to about 15 others in Arthur's Pass village - mostly consisting of males including fledglings, juveniles and adults. Kea are very active in the morning and evening.

Kea are the principle seed disperser for a range of fleshy fruited alpine plants. Because it was dark when we banded this kea, we've used this photo instead to illustrate the evidence of just how important kea are (through what they eat and how they poo) for alpine ecosystems!

The South Island Wildlife Hospital vets came up to help out in the field during the week and care for many of the sick kea. This little kea is named after one of the kea carers.",False,https://media.keadatabase.nz/media/birds/phillipa/P1010389.JPG,https://media.keadatabase.nz/media/__sized__/birds/phillipa/P1010389-crop-c0-5__0-5-500x500-70.JPG,https://media.keadatabase.nz/media/__sized__/birds/phillipa/P1010389-crop-c0-5__0-5-350x250-70.JPG,Laura Young,South Island Wildlife Hospital,https://www.wildlifehospital.co.nz/,2018-01-01,2018-09-06T16:22:09+12:00,2018-09-06T16:22:14.445931+12:00,1,Juvenile,Phillipa,V-2244,Female,phillipa,Alive,Waimakariri,"['black', 'green']",2018-08-26,,new,['J']
154,White W on Red,Caught and banded by Paul van Klink in January 2010 as an adult. Seen every now and then in Arthur's Pass township.,False,https://media.keadatabase.nz/media/birds/pickle/Pickle.jpeg,https://media.keadatabase.nz/media/__sized__/birds/pickle/Pickle-crop-c0-45__0-27-500x500-70.jpeg,https://media.keadatabase.nz/media/__sized__/birds/pickle/Pickle-crop-c0-45__0-27-350x250-70.jpeg,Kate le Comte,,,2006-01-01,2017-06-28T00:21:20.024163+12:00,2018-04-04T11:00:38.416642+12:00,13,Adult,Pickle,V-0021,Male,pickle,Alive,Waimakariri,"['white', 'red']",2013-10-16,,new,['W']
155,White ☰☰☰ on Green,"Plankton is named after the main antagonist in the Spongbob Squarepants TV series. Plankton the kea is a young male and low in the Willowbank kea flock hierarchy, but  he started to become one of the stars when participating in training (unfortunately only when nothing at all is there that could be more interesting then 'working'). As soon as he thinks he is missing out on something, he is off.",False,https://media.keadatabase.nz/media/birds/plankton/Plankton.JPG,https://media.keadatabase.nz/media/__sized__/birds/plankton/Plankton-crop-c0-28__0-43-500x500-70.JPG,https://media.keadatabase.nz/media/__sized__/birds/plankton/Plankton-crop-c0-28__0-43-350x250-70.JPG,Mark Brabyn,,,2014-08-14,2017-10-13T11:13:21+13:00,2017-10-13T11:13:22.856424+13:00,5,Adult,Plankton,,Male,plankton,Alive,Waimakariri,"['green', 'white']",2017-10-13,,new,[]
156,White C on Blue,"'Playful Peter' can be found near the Bealey Spur hut and surrounding peaks and valleys in the area. He was named by young Ben from Christchurch who had tramped to the hut with his mum and helped with banding the kea that night. 

If you spot Playful Peter (and his mum), look out for a small device on their back. They both have a radio transmitter on and are part of a DOC study to keep tabs on them and several other of the most eastern South Island kea.",False,https://media.keadatabase.nz/media/birds/playful-peter/Playful_Peter.jpg,https://media.keadatabase.nz/media/__sized__/birds/playful-peter/Playful_Peter-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/playful-peter/Playful_Peter-crop-c0-5__0-5-350x250-70.jpg,Simon Litchwark,,,2018-01-01,2019-05-08T12:21:29+12:00,2019-05-08T12:21:32.623583+12:00,1,Juvenile,Playful Peter,V-2135,Male,playful-peter,Alive,Waimakariri,"['white', 'blue']",2019-04-26,,new,['C']
157,White AA on Green,"Poochie is an adult male Milford Sound kea with a fondness for small, smooth, white rocks, which he parades around and shares with the staff at the Milford Sound Lodge - also known as lodgies.

During one of his many visits the lodgies noticed a limp on his right leg and, after getting in touch with the Department of Conservation and the Kea Conservation Trust, they were instructed to capture him and bring him to DOC for further investigation. After a 30-minute pursuit involving a hoola-hoop, a spool, a brush and, most importantly, a bouncy tennis ball, lodgies Lauren, Charlotte, and Henrique were able to capture him and drive him down to the DOC office in Te Anau. He spent most of the drive looking out the window and calmly admiring the breath-taking Milford Road.

After further observation and analysis, DOC’s staff concluded that Poochie is a healthy kea and drove him back to the Milford Sound Lodge where he was released with his brand new bling - a white AA on green band.

Only seen by himself before being caught, Poochie has since then been observed with a circus of juveniles (did you know a group of kea is called a circus?), and sometimes a female or two, who seem to follow his leadership. The lodgies like to think that the other kea are jealous of his bling.",False,https://media.keadatabase.nz/media/birds/poochie/Poochie_at_Milford_Lodge.jpg,https://media.keadatabase.nz/media/__sized__/birds/poochie/Poochie_at_Milford_Lodge-crop-c0-49__0-24-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/poochie/Poochie_at_Milford_Lodge-crop-c0-49__0-24-350x250-70.jpg,Danny Strayer,,,2016-01-01,2019-08-29T15:37:00+12:00,2019-08-29T15:37:03.263469+12:00,3,Sub-Adult,Poochie,V-3270,Male,poochie,Alive,Fiordland,"['white', 'green']",2019-08-01,,new,['AA']
158,Yellow T on Red,"This young male kea is proudly sponsored by Harry Seagar at Pride Wines! We have named him Pride - and there is a lot to be proud of indeed. Harry has been a tremendous supporter of kea conservation over the years and was one of the team that took led the campaign in 2017 that saw kea win Bird of the Year. 

Pride was banded at Porters Ski area in August 2018. He was found with two other fledglings - a young female with pink bands (Edith) and a playful young male (TK) - both also with wonderful stories and sponsors.",False,https://media.keadatabase.nz/media/birds/yellowtonred/Yellow_T_on_Red_in_snow.jpg,https://media.keadatabase.nz/media/__sized__/birds/yellowtonred/Yellow_T_on_Red_in_snow-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/yellowtonred/Yellow_T_on_Red_in_snow-crop-c0-5__0-5-350x250-70.jpg,Magdala Barkley,Harry Seagar,https://cliffedgewines.co.nz/pride-wines/,2018-01-01,2018-09-06T14:42:42+12:00,2019-01-03T22:30:58.589058+13:00,1,Juvenile,Pride,V-2526,Male,pride,Alive,Waimakariri,"['yellow', 'red']",2018-08-30,,new,['T']
159,Black M on Yellow,"Pūihi was hatched in Dunedin and came to live at Orana Wildlife Park in Christchurch in 2003.
Pūihi means shy and reserved, but Pūihi doesn’t live up to her name. She is a great communicator and always makes her presence known. Although her mate Blue likes to think he is in charge, it is really Pūihi who rules the roost.
She is a very protective mother and is dedicated to her four chicks: Tiki (born in 2012), and Arthur, Lewis, and Holly (born in 2014).
Pūihi is easy to spot due to her distinctive eye markings.
Pūihi plays an important role in conservation advocacy, educating visitors on appropriate behavior around her wild cousins, such as never feeding kea human food.",False,https://media.keadatabase.nz/media/birds/puihi/puihi03.jpg,https://media.keadatabase.nz/media/__sized__/birds/puihi/puihi03-crop-c0-82__0-37-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/puihi/puihi03-crop-c0-82__0-37-350x250-70.jpg,Orana Park,,,1991-07-30,2017-10-13T11:16:59+13:00,2017-10-13T11:17:00.106489+13:00,28,Adult,Puihi,,Female,puihi,Alive,Orana Park,"['black', 'yellow']",2017-09-07,,new,['M']
160,Black ÷ on White,"Pyramid was banded by Liam Bolitho during the 2017 Hawdon summer survey.  Pyramid was named after the peak ""The Pyramid"", the site where he was caught and banded. We have trial camera pictures of him visitings Beryl's nest cavity on the 19 Feb 2017 which could indicate he is her mate. We have also seen pictures of another male Draco at this cavity.",False,https://media.keadatabase.nz/media/birds/pyramid/Pyramid2.JPG,https://media.keadatabase.nz/media/__sized__/birds/pyramid/Pyramid2-crop-c0-48__0-26-500x500-70.JPG,https://media.keadatabase.nz/media/__sized__/birds/pyramid/Pyramid2-crop-c0-48__0-26-350x250-70.JPG,Mark Brabyn,,,2013-01-01,2017-06-28T00:21:36.889322+12:00,2018-04-04T11:00:38.884734+12:00,6,Adult,Pyramid,V-2652,Male,pyramid,Alive,Waimakariri,"['white', 'black']",2017-01-08,divides,new,['÷']
161,White 6 on Orange,"'Rasputin' was named by a good friend of our team who sometimes helps us out with our work while in Arthur's Pass. 

Named after Grigori Rasputin from Russia who led a fascinating existence including having significant influence on the Tsar and his family at the time, a self-proclaimed mystic, visionary, prophet and a religious charlatan, perhaps?

Apart from being a memorable name, Rasputin's life may well reflect that of some individual kea.. a bit of a wanderer, having sway and leaving a big impression on people. Throw in some trickery, allure them with mystique. Some see them both as disreputable peasants! They are both certainly characters which people have mixed feelings about. 

Food for thought: Was their historical influence actually so profound or has their impact and reputation been disproportionately subject to major embellishment as time's gone by? (Think kea sheep-killing days).",False,https://media.keadatabase.nz/media/birds/rasputin/kea_spread_wing_Clio_Reid.jpg,https://media.keadatabase.nz/media/__sized__/birds/rasputin/kea_spread_wing_Clio_Reid-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/rasputin/kea_spread_wing_Clio_Reid-crop-c0-5__0-5-350x250-70.jpg,Clio Reid,,,2019-01-01,2019-04-17T22:20:28+12:00,2019-04-17T22:20:39.566528+12:00,0,Fledgling,Rasputin,V-2658,Male,rasputin,Alive,Waimakariri,"['white', 'orange']",2019-03-06,,new,['6']
162,Black H on White,"Reef was banded in August 2017 by Laura and George at Porters Ski Area. He is named after a baby nephew - a cheeky little thing, just like this fella!",False,https://media.keadatabase.nz/media/birds/reef/Reef.jpg,https://media.keadatabase.nz/media/__sized__/birds/reef/Reef-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/reef/Reef-crop-c0-5__0-5-350x250-70.jpg,Jessica Godbout,,,2017-01-01,2018-03-08T12:26:56+13:00,2018-04-04T11:00:39.250553+12:00,2,Sub-Adult,Reef,V-0634,Male,reef,Alive,Waimakariri,"['black', 'white']",2017-08-17,,new,['H']
163,White AS on Green,,False,https://media.keadatabase.nz/media/birds/rimma/Rimma_Don_Smith.jpg,https://media.keadatabase.nz/media/__sized__/birds/rimma/Rimma_Don_Smith-crop-c0-5__0-5-500x500-70.jpg,https://media.keadatabase.nz/media/__sized__/birds/rimma/Rimma_Don_Smith-crop-c0-5__0-5-350x250-70.jpg,Don Smith,,,2019-01-01,2019-09-23T12:41:36+12:00,2019-09-23T12:44:01.749252+12:00,0,Fledgling,Rimma,V-3195,Female,rimma,Alive,Fiordland,"['white', 'green']",2019-08-20,,new,['AS']
164,White K on Orange,"Rimu was banded on the summer Hawdon kea survey in January 2017 by Mark and Laura at site 18. In November 2017, Rimu was seen at Charlize's nesting cavity and so is presumed to be her mate. At that time they had a big fluffy chick in their nest cave. 

Eggs are usually incubated for 23 days and then chicks stay in the nest cavity for a further 2 months. While the female is incubating and then caring for the young chicks, the male feeds her. She in turn regurgitates a milky substance for the young chicks. Gathering food for his mate and brood is an incredible amount of work for the male as it is also the end of winter when food is not plentiful.",False,https://media.keadatabase.nz/media/birds/rimu/Rimu_11_Nov_2017.jpeg,https://media.keadatabase.nz/media/__sized__/birds/rimu/Rimu_11_Nov_2017-crop-c0-34__0-29-500x500-70.jpeg,https://media.keadatabase.nz/media/__sized__/birds/rimu/Rimu_11_Nov_2017-crop-c0-34__0-29-350x250-70.jpeg,Mark Brabyn,,,2013-01-01,2017-06-28T00:21:37.106648+12:00,2018-04-04T11:00:39.442906+12:00,6,Adult,Rimu,V-0029,Male,rimu,Alive,Waimakariri,"['white', 'orange']",2017-01-13,,new,['K']
